Fid,trip_id,starttime,stoptime,bikeid,tripduration,from_station_id,from_station_name,to_station_id,to_station_name,usertype,gender,birthyear,Label
10.42.0.1-10.42.0.42-53-28758-17,9040701,3/27/2022 17:18,3/27/2022 17:21,3302,204,176,Clark St & Elm St,180,Ritchie Ct & Banks St,Subscriber,Male,1984,0
172.217.7.196-10.42.0.211-443-51974-6,9040552,3/27/2022 16:56,3/27/2022 17:01,2456,297,220,Hampden Ct & Diversey Pkwy,157,Lake Shore Dr & Wellington Ave,Subscriber,Male,1993,0
10.42.0.151-121.29.54.142-59448-80-6,9040537,3/27/2022 16:55,3/27/2022 17:00,3813,322,2,Michigan Ave & Balbo Ave,3,Shedd Aquarium,Customer,,1960,0
172.217.11.10-10.42.0.151-443-41955-6,9040504,3/27/2022 16:51,3/27/2022 17:07,323,979,35,Streeter Dr & Grand Ave,3,Shedd Aquarium,Customer,,1965,0
10.42.0.151-52.45.159.13-56666-443-6,9040494,3/27/2022 16:48,3/27/2022 17:09,2590,1239,172,Rush St & Cedar St,142,McClurg Ct & Erie St,Subscriber,Male,1983,0
10.42.0.151-52.216.64.219-38181-443-6,9040329,3/27/2022 16:26,3/27/2022 16:34,3131,487,287,Franklin St & Monroe St,110,Dearborn St & Erie St,Subscriber,Male,1988,1
10.42.0.151-10.42.0.1-30413-53-17,9040296,3/27/2022 16:22,3/27/2022 16:35,273,814,76,Lake Shore Dr & Monroe St,4,Burnham Harbor,Subscriber,Female,1991,1
172.217.12.170-10.42.0.151-443-58962-6,9040197,3/27/2022 16:13,3/27/2022 16:36,2094,1399,150,Fort Dearborn Dr & 31st St,247,Shore Dr & 55th St,Subscriber,Male,1984,1
172.217.10.34-10.42.0.151-443-51088-6,9040194,3/27/2022 16:13,3/27/2022 16:20,3038,452,463,Clark St & Berwyn Ave,465,Marine Dr & Ainslie St,Subscriber,Male,1964,0
180.163.15.184-10.42.0.151-80-38709-6,9040083,3/27/2022 16:02,3/27/2022 16:50,4010,2858,199,Wabash Ave & Grand Ave,110,Dearborn St & Erie St,Customer,,1960,0
10.42.0.42-23.194.181.103-39824-443-6,9040073,3/27/2022 16:01,3/27/2022 16:11,3737,587,255,Indiana Ave & Roosevelt Rd,284,Michigan Ave & Jackson Blvd,Customer,,1965,1
172.217.9.238-10.42.0.211-443-37263-6,9040056,3/27/2022 16:00,3/27/2022 16:13,1306,827,3,Shedd Aquarium,255,Indiana Ave & Roosevelt Rd,Customer,,1985,1
10.42.0.211-123.125.46.33-47558-80-6,9040010,3/27/2022 15:54,3/27/2022 16:09,966,945,264,Stetson Ave & South Water St,199,Wabash Ave & Grand Ave,Customer,,1966,0
172.217.9.234-10.42.0.151-443-41242-6,9039998,3/27/2022 15:53,3/27/2022 16:23,4621,1832,237,MLK Jr Dr & 29th St,3,Shedd Aquarium,Customer,,1988,0
10.42.0.211-119.146.74.31-59025-443-6,9039978,3/27/2022 15:51,3/27/2022 16:04,1200,796,150,Fort Dearborn Dr & 31st St,4,Burnham Harbor,Subscriber,Male,1976,0
205.185.216.42-10.42.0.151-80-57376-6,9039945,3/27/2022 15:48,3/27/2022 16:00,2870,749,6,Dusable Harbor,35,Streeter Dr & Grand Ave,Customer,,1985,0
10.42.0.211-10.42.0.1-16105-53-17,9039919,3/27/2022 15:45,3/27/2022 16:13,4251,1688,287,Franklin St & Monroe St,173,Mies van der Rohe Way & Chicago Ave,Customer,,1966,0
239.255.255.250-10.42.0.42-1900-57954-17,9039812,3/27/2022 15:36,3/27/2022 15:40,2688,227,6,Dusable Harbor,76,Lake Shore Dr & Monroe St,Subscriber,Male,1963,1
10.42.0.151-10.42.0.1-31528-53-17,9039749,3/27/2022 15:31,3/27/2022 15:41,2431,583,74,Kingsbury St & Erie St,71,Morgan St & Lake St,Subscriber,Male,1986,1
10.42.0.211-54.221.219.50-37090-443-6,9039665,3/27/2022 15:22,3/27/2022 15:36,2230,820,3,Shedd Aquarium,97,Museum Campus,Customer,,1988,1
10.42.0.211-10.42.0.1-53262-53-17,9039581,3/27/2022 15:17,3/27/2022 15:25,1377,483,249,Montrose Harbor,231,Sheridan Rd & Montrose Ave,Subscriber,Male,1968,0
172.217.10.234-10.42.0.151-443-57598-6,9039527,3/27/2022 15:13,3/27/2022 15:29,4676,933,454,Broadway & Granville Ave,325,Clark St & Winnemac Ave,Customer,,1985,1
202.77.129.150-10.42.0.42-443-54207-6,9039506,3/27/2022 15:12,3/27/2022 15:26,3412,829,268,Lake Shore Dr & North Blvd,141,Clark St & Lincoln Ave,Customer,,1966,1
203.205.128.137-10.42.0.151-80-51476-6,9039484,3/27/2022 15:10,3/27/2022 15:39,1869,1732,90,Millennium Park,302,Sheffield Ave & Wrightwood Ave,Subscriber,Female,1986,0
10.42.0.211-36.110.213.49-38224-80-6,9039481,3/27/2022 15:10,3/27/2022 15:33,4793,1399,181,LaSalle St & Illinois St,129,Blue Island Ave & 18th St,Subscriber,Male,1985,1
10.42.0.151-10.42.0.1-32407-53-17,9039454,3/27/2022 15:07,3/27/2022 15:36,2938,1749,329,Lake Shore Dr & Diversey Pkwy,20,Sheffield Ave & Kingsbury St,Subscriber,Male,1966,1
172.217.10.110-10.42.0.151-443-37691-6,9039385,3/27/2022 15:02,3/27/2022 15:10,582,507,344,Ravenswood Ave & Lawrence Ave,243,Lincoln Ave & Leavitt St,Subscriber,Male,1971,1
10.42.0.211-23.196.236.138-59981-443-6,9039208,3/27/2022 14:49,3/27/2022 15:08,4609,1118,260,Kedzie Ave & Milwaukee Ave,69,Damen Ave & Pierce Ave,Subscriber,Male,1989,0
10.42.0.211-31.13.80.5-54375-443-6,9039135,3/27/2022 14:45,3/27/2022 14:58,3677,787,195,Columbus Dr & Randolph St,56,Desplaines St & Kinzie St,Subscriber,Female,1986,0
10.42.0.211-123.59.190.237-41215-80-6,9039129,3/27/2022 14:44,3/27/2022 15:04,477,1194,220,Hampden Ct & Diversey Pkwy,220,Hampden Ct & Diversey Pkwy,Subscriber,Male,1978,0
172.217.3.106-10.42.0.211-443-48005-6,9039028,3/27/2022 14:37,3/27/2022 14:50,403,767,340,Clark St & Wrightwood Ave,188,Greenview Ave & Fullerton Ave,Subscriber,Male,1979,1
10.42.0.151-63.250.200.63-54626-443-6,9038948,3/27/2022 14:33,3/27/2022 15:33,3143,3603,90,Millennium Park,35,Streeter Dr & Grand Ave,Customer,,1988,0
10.42.0.211-108.168.180.114-52420-5222-6,9038901,3/27/2022 14:30,3/27/2022 14:51,1562,1268,255,Indiana Ave & Roosevelt Rd,6,Dusable Harbor,Customer,,1988,0
151.101.0.166-10.42.0.42-443-41352-6,9038843,3/27/2022 14:27,3/27/2022 14:36,457,542,5,State St & Harrison St,44,State St & Randolph St,Subscriber,Female,1977,1
172.217.3.106-10.42.0.151-443-43050-6,9038786,3/27/2022 14:24,3/27/2022 14:36,3890,736,177,Theater on the Lake,143,Sedgwick St & Webster Ave,Customer,,,1
180.163.255.159-10.42.0.211-443-45546-6,9038749,3/27/2022 14:21,3/27/2022 14:23,1267,134,181,LaSalle St & Illinois St,181,LaSalle St & Illinois St,Subscriber,Male,1991,1
10.42.0.1-10.42.0.42-53-38896-17,9038583,3/27/2022 14:12,3/27/2022 15:14,2318,3764,6,Dusable Harbor,76,Lake Shore Dr & Monroe St,Customer,,1966,1
10.42.0.151-23.208.87.120-44461-80-6,9038493,3/27/2022 14:05,3/27/2022 14:20,306,937,26,McClurg Ct & Illinois St,6,Dusable Harbor,Customer,,1986,1
172.217.9.238-10.42.0.211-443-38692-6,9038471,3/27/2022 14:04,3/27/2022 14:20,714,1001,26,McClurg Ct & Illinois St,6,Dusable Harbor,Customer,,1985,0
198.11.188.78-10.42.0.211-443-33788-6,9038231,3/27/2022 13:48,3/27/2022 13:59,4653,635,293,Broadway & Wilson Ave,303,Broadway & Cornelia Ave,Subscriber,Male,1988,1
10.42.0.211-64.71.142.120-51934-80-6,9038065,3/27/2022 13:39,3/27/2022 13:55,2492,990,54,Ogden Ave & Chicago Ave,144,Larrabee St & Webster Ave,Subscriber,Male,1978,0
205.204.101.47-10.42.0.211-80-53421-6,9038014,3/27/2022 13:35,3/27/2022 13:44,3382,543,4,Burnham Harbor,338,Calumet Ave & 18th St,Customer,,,0
10.42.0.211-123.125.115.164-57372-443-6,9037979,3/27/2022 13:33,3/27/2022 13:43,4298,552,56,Desplaines St & Kinzie St,346,Ada St & Washington Blvd,Subscriber,Male,1987,0
10.42.0.211-119.146.74.31-60726-443-6,9037917,3/27/2022 13:29,3/27/2022 13:49,2887,1180,341,Adler Planetarium,76,Lake Shore Dr & Monroe St,Customer,,,0
172.217.6.206-10.42.0.151-443-39919-6,9037900,3/27/2022 13:28,3/27/2022 13:42,4213,854,334,Lake Shore Dr & Belmont Ave,227,Southport Ave & Waveland Ave,Customer,,,1
183.79.253.233-10.42.0.42-443-49179-6,9037830,3/27/2022 13:24,3/27/2022 13:35,1705,676,268,Lake Shore Dr & North Blvd,144,Larrabee St & Webster Ave,Subscriber,Female,1989,1
10.42.0.211-10.42.0.1-45082-53-17,9037763,3/27/2022 13:18,3/27/2022 13:25,251,369,239,Western Ave & Leland Ave,472,Lincoln Ave & Winona St,Subscriber,Male,1973,0
10.42.0.42-104.193.88.102-56564-443-6,9037608,3/27/2022 13:09,3/27/2022 13:25,1230,1003,123,California Ave & Milwaukee Ave,496,Avers Ave & Belmont Ave,Subscriber,Male,1980,0
10.42.0.151-124.195.3.20-39949-80-6,9037591,3/27/2022 13:07,3/27/2022 13:38,1998,1874,94,Clark St & Armitage Ave,142,McClurg Ct & Erie St,Customer,,1966,0
10.42.0.151-10.42.0.1-42659-53-17,9037475,3/27/2022 13:01,3/27/2022 13:21,19,1179,249,Montrose Harbor,326,Clark St & Leland Ave,Customer,,1986,1
10.42.0.151-54.243.228.133-49927-443-6,9037376,3/27/2022 12:55,3/27/2022 13:27,163,1913,35,Streeter Dr & Grand Ave,35,Streeter Dr & Grand Ave,Customer,,1985,1
10.42.0.151-13.107.3.128-50672-443-6,9037365,3/27/2022 12:54,3/27/2022 12:59,2691,254,185,Stave St & Armitage Ave,160,Campbell Ave & North Ave,Subscriber,Male,1989,1
172.217.12.138-10.42.0.151-443-47771-6,9037343,3/27/2022 12:52,3/27/2022 13:09,261,1020,417,Cornell Ave & Hyde Park Blvd,426,Ellis Ave & 60th St,Subscriber,Male,1986,0
172.217.12.170-10.42.0.151-443-55364-6,9037330,3/27/2022 12:51,3/27/2022 12:58,1981,387,90,Millennium Park,284,Michigan Ave & Jackson Blvd,Subscriber,Male,1989,0
10.42.0.211-64.71.142.124-55752-443-6,9037329,3/27/2022 12:50,3/27/2022 14:04,4820,4411,45,Michigan Ave & Congress Pkwy,199,Wabash Ave & Grand Ave,Customer,,1966,0
172.217.3.106-10.42.0.211-443-43088-6,9037285,3/27/2022 12:48,3/27/2022 13:02,904,854,194,Wabash Ave & Wacker Pl,6,Dusable Harbor,Customer,,1986,1
10.42.0.151-104.193.88.109-49992-80-6,9037261,3/27/2022 12:46,3/27/2022 13:08,517,1317,35,Streeter Dr & Grand Ave,177,Theater on the Lake,Customer,,1985,1
172.217.10.2-10.42.0.211-443-48793-6,9037079,3/27/2022 12:34,3/27/2022 12:37,3550,178,35,Streeter Dr & Grand Ave,26,McClurg Ct & Illinois St,Customer,,1966,1
172.217.6.229-10.42.0.151-443-36455-6,9036843,3/27/2022 12:17,3/27/2022 12:54,3681,2215,177,Theater on the Lake,268,Lake Shore Dr & North Blvd,Customer,,1986,0
169.47.42.114-10.42.0.151-443-58282-6,9036748,3/27/2022 12:10,3/27/2022 13:00,4253,3032,60,Dayton St & North Ave,359,Larrabee St & Division St,Subscriber,Female,1985,1
220.170.182.31-10.42.0.211-443-37043-6,9036740,3/27/2022 12:09,3/27/2022 13:01,2251,3113,76,Lake Shore Dr & Monroe St,268,Lake Shore Dr & North Blvd,Customer,,1988,1
10.42.0.151-52.216.1.211-59561-443-6,9036463,3/27/2022 11:48,3/27/2022 11:59,4513,670,3,Shedd Aquarium,4,Burnham Harbor,Customer,,1988,1
10.42.0.151-125.56.239.180-54985-80-6,9036461,3/27/2022 11:47,3/27/2022 12:02,4537,904,304,Broadway & Waveland Ave,253,Clifton Ave & Lawrence Ave,Subscriber,Male,1960,0
208.80.154.224-10.42.0.42-80-47103-6,9036434,3/27/2022 11:46,3/27/2022 11:48,2376,150,303,Broadway & Cornelia Ave,303,Broadway & Cornelia Ave,Subscriber,Male,1988,1
172.217.10.99-10.42.0.151-443-39253-6,9036377,3/27/2022 11:41,3/27/2022 11:56,1816,913,181,LaSalle St & Illinois St,126,Clark St & North Ave,Subscriber,Male,1991,0
151.101.129.140-10.42.0.151-443-57669-6,9036295,3/27/2022 11:33,3/27/2022 11:36,702,155,52,Michigan Ave & Lake St,196,Cityfront Plaza Dr & Pioneer Ct,Subscriber,Male,1989,0
10.42.0.151-10.42.0.1-2841-53-17,9036200,3/27/2022 11:24,3/27/2022 11:50,3452,1564,113,Bissell St & Armitage Ave,106,State St & Pearson St,Customer,,1988,1
172.217.7.196-10.42.0.151-443-42712-6,9036194,3/27/2022 11:24,3/27/2022 11:35,2666,683,338,Calumet Ave & 18th St,341,Adler Planetarium,Subscriber,Female,1978,1
10.42.0.151-104.254.66.16-54087-80-6,9035979,3/27/2022 11:04,3/27/2022 11:18,3594,798,394,Clark St & 9th St (AMLI),57,Clinton St & Roosevelt Rd,Subscriber,Female,1982,0
10.42.0.151-108.168.177.2-53420-5222-6,9035864,3/27/2022 10:52,3/27/2022 11:17,588,1461,457,Clark St & Elmdale Ave,298,Lincoln Ave & Belle Plaine Ave,Subscriber,Male,1962,1
10.42.0.42-74.119.119.68-60881-443-6,9035847,3/27/2022 10:51,3/27/2022 11:23,1371,1976,62,McCormick Place,26,McClurg Ct & Illinois St,Customer,,1972,1
10.42.0.211-104.254.66.16-47415-80-6,9035811,3/27/2022 10:45,3/27/2022 11:07,2427,1302,313,Lakeview Ave & Fullerton Pkwy,254,Pine Grove Ave & Irving Park Rd,Customer,,1972,0
10.42.0.211-23.203.49.224-57177-443-6,9035752,3/27/2022 10:40,3/27/2022 10:47,907,412,94,Clark St & Armitage Ave,113,Bissell St & Armitage Ave,Subscriber,Male,1972,1
10.42.0.151-10.42.0.1-8774-53-17,9035710,3/27/2022 10:36,3/27/2022 10:54,3573,1069,195,Columbus Dr & Randolph St,97,Museum Campus,Customer,,1972,0
10.42.0.211-101.37.100.196-49798-9500-6,9035678,3/27/2022 10:31,3/27/2022 10:39,4052,510,225,Halsted St & Dickens Ave,177,Theater on the Lake,Subscriber,Female,1992,0
10.42.0.211-10.42.0.1-29210-53-17,9035566,3/27/2022 10:17,3/27/2022 10:25,4343,495,299,Halsted St & Roscoe St,240,Sheridan Rd & Irving Park Rd,Subscriber,Male,1950,1
10.42.0.211-98.139.199.205-58194-443-6,9035530,3/27/2022 10:12,3/27/2022 10:30,1532,1052,85,Michigan Ave & Oak St,334,Lake Shore Dr & Belmont Ave,Subscriber,Female,1987,1
10.42.0.151-114.134.80.163-35030-80-6,9035448,3/27/2022 10:01,3/27/2022 10:23,2099,1308,426,Ellis Ave & 60th St,328,Ellis Ave & 58th St,Customer,,1972,0
172.217.10.14-10.42.0.151-443-44291-6,9035431,3/27/2022 9:59,3/27/2022 10:19,4252,1250,177,Theater on the Lake,465,Marine Dr & Ainslie St,Subscriber,Female,1958,0
10.42.0.151-104.244.43.195-58064-443-6,9035350,3/27/2022 9:45,3/27/2022 10:04,1547,1101,199,Wabash Ave & Grand Ave,44,State St & Randolph St,Customer,,1986,0
10.42.0.42-14.17.42.57-59338-80-6,9035297,3/27/2022 9:37,3/27/2022 10:00,2099,1378,328,Ellis Ave & 58th St,426,Ellis Ave & 60th St,Customer,,1989,1
172.217.11.35-10.42.0.151-443-46314-6,9035273,3/27/2022 9:33,3/27/2022 9:39,3080,358,118,Sedgwick St & North Ave,143,Sedgwick St & Webster Ave,Subscriber,Female,1966,0
10.42.0.211-106.11.15.99-55926-443-6,9035245,3/27/2022 9:25,3/27/2022 10:22,3141,3438,289,Wells St & Concord Ln,118,Sedgwick St & North Ave,Customer,,1986,0
172.217.12.206-10.42.0.151-443-42779-6,9035199,3/27/2022 9:17,3/27/2022 9:41,2667,1443,6,Dusable Harbor,3,Shedd Aquarium,Customer,,1972,0
10.42.0.151-10.42.0.1-29936-53-17,9035045,3/27/2022 8:27,3/27/2022 8:34,1957,449,413,Woodlawn Ave & Lake Park Ave,248,Woodlawn Ave & 55th St,Subscriber,Male,1965,1
10.42.0.42-103.43.91.8-41156-443-6,9035032,3/27/2022 8:17,3/27/2022 9:57,4628,6013,481,California Ave & Montrose Ave,327,Sheffield Ave & Webster Ave,Subscriber,Male,1972,0
10.42.0.42-62.138.0.117-34863-80-6,9034930,3/27/2022 6:28,3/27/2022 6:46,12,1085,177,Theater on the Lake,145,Mies van der Rohe Way & Chestnut St,Subscriber,Male,1978,0
192.229.163.180-10.42.0.211-443-44480-6,9034901,3/27/2022 3:27,3/27/2022 3:43,2328,950,300,Broadway & Barry Ave,118,Sedgwick St & North Ave,Subscriber,Male,1993,0
10.42.0.211-104.24.19.3-38918-80-6,9034875,3/27/2022 2:49,3/27/2022 3:01,83,720,298,Lincoln Ave & Belle Plaine Ave,476,Kedzie Ave & Leland Ave,Subscriber,Male,1985,0
10.42.0.211-23.194.108.108-54658-443-6,9034825,3/27/2022 1:53,3/27/2022 2:30,348,2189,90,Millennium Park,26,McClurg Ct & Illinois St,Customer,,1959,0
151.101.21.140-10.42.0.211-443-56696-6,9034810,3/27/2022 1:29,3/27/2022 1:48,3240,1127,302,Sheffield Ave & Wrightwood Ave,116,Western Ave & Winnebago Ave,Subscriber,Male,1960,0
10.42.0.211-10.42.0.1-34682-53-17,9034763,3/27/2022 0:38,3/27/2022 0:58,1776,1206,255,Indiana Ave & Roosevelt Rd,255,Indiana Ave & Roosevelt Rd,Customer,,1959,0
10.42.0.211-10.42.0.1-28333-53-17,9034667,3/26/2022 23:25,3/26/2022 23:32,4519,426,97,Museum Campus,2,Michigan Ave & Balbo Ave,Subscriber,Female,1983,0
10.42.0.42-37.1.203.158-43380-443-6,9034644,3/26/2022 23:14,3/26/2022 23:18,4619,253,116,Western Ave & Winnebago Ave,160,Campbell Ave & North Ave,Subscriber,Male,1962,0
220.243.219.55-10.42.0.211-80-56695-6,9034636,3/26/2022 23:10,3/26/2022 23:25,514,893,485,Sawyer Ave & Irving Park Rd,260,Kedzie Ave & Milwaukee Ave,Subscriber,Female,1984,0
10.42.0.151-106.39.169.66-52382-80-6,9034572,3/26/2022 22:41,3/26/2022 22:45,3120,263,423,University Ave & 57th St,345,Lake Park Ave & 56th St,Subscriber,Male,1985,1
180.149.134.141-10.42.0.211-80-40608-6,9034533,3/26/2022 22:25,3/26/2022 22:35,2568,584,286,Franklin St & Quincy St,168,Michigan Ave & 14th St,Subscriber,Male,1959,1
10.42.0.151-10.42.0.1-40056-53-17,9034483,3/26/2022 21:49,3/26/2022 22:05,2379,932,254,Pine Grove Ave & Irving Park Rd,223,Clifton Ave & Armitage Ave,Subscriber,Male,1987,1
10.42.0.211-104.192.110.245-59749-80-6,9034272,3/26/2022 20:39,3/26/2022 20:49,3137,585,349,Halsted St & Wrightwood Ave,289,Wells St & Concord Ln,Subscriber,Male,1988,0
10.42.0.211-104.192.110.245-38733-443-6,9034162,3/26/2022 19:57,3/26/2022 20:10,73,784,56,Desplaines St & Kinzie St,61,Wood St & Milwaukee Ave,Subscriber,Female,1985,0
10.42.0.211-10.42.0.1-63229-53-17,9034089,3/26/2022 19:42,3/26/2022 19:51,3849,534,181,LaSalle St & Illinois St,176,Clark St & Elm St,Subscriber,Male,1990,0
172.217.10.238-10.42.0.42-443-55300-6,9034015,3/26/2022 19:27,3/26/2022 19:29,2729,103,41,Federal St & Polk St,175,Wells St & Polk St,Subscriber,Male,1975,0
10.42.0.211-10.42.0.1-7098-53-17,9033944,3/26/2022 19:15,3/26/2022 19:19,3627,214,13,Wilton Ave & Diversey Pkwy,220,Hampden Ct & Diversey Pkwy,Subscriber,Female,1987,0
203.205.151.47-10.42.0.211-80-54828-6,9033901,3/26/2022 19:10,3/26/2022 19:13,4263,200,238,Ravenswood Ave & Montrose Ave (*),234,Clark St & Montrose Ave,Subscriber,Male,1990,1
172.217.10.65-10.42.0.211-443-47011-6,9033882,3/26/2022 19:07,3/26/2022 19:17,3144,566,48,Larrabee St & Kingsbury St,144,Larrabee St & Webster Ave,Subscriber,Male,1989,0
10.42.0.211-104.193.88.109-33990-80-6,9033820,3/26/2022 18:58,3/26/2022 19:32,588,2017,457,Clark St & Elmdale Ave,256,Broadway & Sheridan Rd,Subscriber,Female,1970,1
10.42.0.211-64.71.142.124-35792-443-6,9033703,3/26/2022 18:43,3/26/2022 18:57,1437,853,43,Michigan Ave & Washington St,211,St. Clair St & Erie St,Customer,,1959,0
10.42.0.211-31.13.80.5-40597-443-6,9033692,3/26/2022 18:41,3/26/2022 18:50,2161,518,59,Wabash Ave & Roosevelt Rd,62,McCormick Place,Customer,,1959,0
180.149.136.194-10.42.0.211-80-43789-6,9033575,3/26/2022 18:31,3/26/2022 18:45,474,841,25,Michigan Ave & Pearson St,181,LaSalle St & Illinois St,Subscriber,Male,1980,0
8.0.6.4-8.6.0.1-0-0-0,9033509,3/26/2022 18:22,3/26/2022 18:30,396,503,29,Noble St & Milwaukee Ave,69,Damen Ave & Pierce Ave,Subscriber,Male,1985,0
203.205.179.170-10.42.0.151-80-48208-6,9033422,3/26/2022 18:10,3/26/2022 18:34,817,1436,249,Montrose Harbor,329,Lake Shore Dr & Diversey Pkwy,Customer,,1959,1
172.217.12.132-10.42.0.211-443-56866-6,9033417,3/26/2022 18:10,3/26/2022 18:11,3867,109,140,Dearborn Pkwy & Delaware Pl,176,Clark St & Elm St,Subscriber,Male,1988,1
10.42.0.211-10.42.0.1-1238-53-17,9033402,3/26/2022 18:07,3/26/2022 18:33,4123,1559,61,Wood St & Milwaukee Ave,198,Green St & Madison St,Subscriber,Female,1977,1
10.42.0.42-123.125.115.164-39501-443-6,9033351,3/26/2022 18:02,3/26/2022 18:30,295,1665,268,Lake Shore Dr & North Blvd,268,Lake Shore Dr & North Blvd,Customer,,1987,0
175.100.207.232-10.42.0.151-80-40406-6,9033309,3/26/2022 17:58,3/26/2022 18:09,817,663,249,Montrose Harbor,249,Montrose Harbor,Customer,,1990,1
10.42.0.42-23.192.76.180-42213-80-6,9033288,3/26/2022 17:55,3/26/2022 18:03,3625,450,177,Theater on the Lake,143,Sedgwick St & Webster Ave,Subscriber,Male,1989,0
10.42.0.211-77.234.41.79-43584-443-6,9033284,3/26/2022 17:55,3/26/2022 18:36,4668,2483,236,Sedgwick St & Schiller St,166,Ashland Ave & Wrightwood Ave,Customer,,1959,0
157.240.2.20-10.42.0.42-443-33417-6,9033260,3/26/2022 17:53,3/26/2022 18:56,132,3795,177,Theater on the Lake,15,Racine Ave & 18th St,Subscriber,Male,1988,0
172.217.6.238-10.42.0.42-443-57705-6,9033119,3/26/2022 17:39,3/26/2022 18:01,2772,1343,289,Wells St & Concord Ln,177,Theater on the Lake,Customer,,1959,1
10.42.0.211-119.6.229.36-42616-80-6,9033086,3/26/2022 17:36,3/26/2022 18:08,2584,1921,2,Michigan Ave & Balbo Ave,35,Streeter Dr & Grand Ave,Customer,,1959,0
10.42.0.211-23.205.27.180-59858-443-6,9033045,3/26/2022 17:32,3/26/2022 17:50,2288,1057,156,Clark St & Wellington Ave,316,Damen Ave & Sunnyside Ave,Subscriber,Female,1986,0
202.77.129.54-10.42.0.211-80-54561-6,9033031,3/26/2022 17:31,3/26/2022 17:51,3341,1233,6,Dusable Harbor,3,Shedd Aquarium,Customer,,1987,0
173.194.68.188-10.42.0.151-5228-57143-6,9033025,3/26/2022 17:30,3/26/2022 17:54,3296,1406,85,Michigan Ave & Oak St,236,Sedgwick St & Schiller St,Customer,,1990,0
172.217.11.46-10.42.0.211-443-32854-6,9032981,3/26/2022 17:27,3/26/2022 17:45,2903,1071,4,Burnham Harbor,45,Michigan Ave & Congress Pkwy,Customer,,1989,0
10.42.0.211-10.42.0.1-35206-53-17,9032920,3/26/2022 17:21,3/26/2022 17:39,693,1056,123,California Ave & Milwaukee Ave,128,Damen Ave & Chicago Ave,Subscriber,Female,1988,0
10.42.0.42-99.46.84.58-46360-46021-17,9032802,3/26/2022 17:12,3/26/2022 18:52,364,6007,150,Fort Dearborn Dr & 31st St,150,Fort Dearborn Dr & 31st St,Customer,,1987,0
202.77.129.150-10.42.0.211-80-49447-6,9032796,3/26/2022 17:11,3/26/2022 17:45,4615,2043,90,Millennium Park,35,Streeter Dr & Grand Ave,Customer,,1982,0
172.217.3.98-10.42.0.211-443-33086-6,9032788,3/26/2022 17:10,3/26/2022 17:29,784,1102,199,Wabash Ave & Grand Ave,26,McClurg Ct & Illinois St,Customer,,1988,0
10.42.0.151-10.42.0.1-37133-53-17,9032773,3/26/2022 17:09,3/26/2022 17:20,670,661,158,Milwaukee Ave & Wabansia Ave,260,Kedzie Ave & Milwaukee Ave,Subscriber,Male,1981,0
10.42.0.151-10.42.0.1-25156-53-17,9032757,3/26/2022 17:08,3/26/2022 17:14,1521,374,192,Canal St & Adams St,66,Clinton St & Lake St,Subscriber,Female,1985,1
172.217.3.97-10.42.0.211-443-34856-6,9032517,3/26/2022 16:53,3/26/2022 17:12,2713,1158,394,Clark St & 9th St (AMLI),112,Green St & Randolph St,Customer,,1988,1
198.11.136.24-10.42.0.211-443-52591-6,9032497,3/26/2022 16:51,3/26/2022 17:32,2896,2408,424,Museum of Science and Industry,4,Burnham Harbor,Subscriber,Male,1961,0
172.217.12.206-10.42.0.151-443-60248-6,9032464,3/26/2022 16:49,3/26/2022 16:59,2528,594,256,Broadway & Sheridan Rd,465,Marine Dr & Ainslie St,Subscriber,Male,1975,1
220.170.182.31-10.42.0.211-443-37058-6,9032393,3/26/2022 16:44,3/26/2022 16:55,2879,618,37,Dearborn St & Adams St,90,Millennium Park,Customer,,1988,0
172.217.8.8-10.42.0.151-443-48212-6,9032329,3/26/2022 16:39,3/26/2022 16:44,3842,284,415,Calumet Ave & 51st St,351,Cottage Grove Ave & 51st St,Subscriber,Male,1993,1
10.42.0.211-10.42.0.1-53635-53-17,9032253,3/26/2022 16:33,3/26/2022 16:35,408,128,175,Wells St & Polk St,394,Clark St & 9th St (AMLI),Subscriber,Male,1978,1
